0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,18,34,52,152,204,814,1592,9026,12239,32138
58007,37697,26453,63149,38455,49121,24445,52171,26234,27210,18659,24877,39200,29349,24636,22617
25360,27177,32020,43891,42834,63850,49390,53115,47308,61084,51376,53885,41327,39223,41846,38651
38036,38272,38829,31457,36563,32141,33488,30118,37268,81902,91246,73192,38631,25885,23487,26355
25535,22805,17821,26058,25462,27888,23763,29950,32511,33344,59083,56906,43722,32450,22368,26671
38993,36699,33443,33557,56698,65038,78686,78913,77525,55901,45511,49778,36534,36621,43125,42128
26788,27174,31087,38682,43243,50139,45313,46427,48109,52240,48018,56020,67231,58852,93569,115464
106518,70151,69034,76102,90975,85292,79862,66846,71932,57967,55233,56468,58154,72413,78681,80042
82362,63461,71568,76659,78945,84235,95190,98177,176168,128813,99502,153689,175109,129934,365792,450649
481171,360406,204323,273240,128254,185138,182948,158259,213898,174278,148732,232643,244949,210365,210297,150770
117110,117748,114005,134505,156217,210435,197783,206496,187617,179387,183576,156201,148893,140939,113892,121876
103207,103176,109914,123383,111426,99345,98413,95502,114211,143650,127674,171683,117060,165465,169328,41507226
