0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
177,85,1149,201,6,154,81,895,80,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,19,0,200,200,96,83,21,39,24,0,0,1,220,109
35,195,207,2815,3223,6473,3930,3515,7770,6503,9702,16373,22122,25468,22041,12151
16838,37197,36781,48157,48846,47132,47776,55434,64910,49315,37742,44315,33922,47995,45272,24777
20138,21872,16717,18086,35692,19129,21855,26920,26222,26510,21486,22245,24607,29719,36228,73156
200784,35973,45745,51793,52218,43711,43584,47241,60660,67964,62149,59135,67045,72921,74882,82664
63589,67173,79970,84985,75923,100837,85211,95888,83711,74296,69203,59953,54778,60366,61036,55068
60305,68365,60614,65519,95028,83439,72406,74359,57743,63411,72067,84146,73672,79811,96503,106601
75938,73279,78827,86727,123884,112658,86130,86102,85209,82340,89464,73806,60231,61325,72155,63812
73705,72695,65309,107310,118523,103372,110073,82384,90745,70791,66758,61344,62905,70495,78360,91342
97480,121885,135916,105617,105857,84258,70231,67128,64768,70970,61338,69105,89097,90750,98335,94498
110933,107720,110186,123107,104614,124116,137524,143825,104332,118665,127427,131121,145869,171174,198429,210780
198175,173581,186995,181841,190051,224576,228794,128,2,0,0,0,0,0,0,0
