0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,110,1496,2750,4745,4665,6035,11343,15507,25115
24185,30537,30199,32891,34966,32375,46752,50787,50492,55033,58222,61533,57133,58981,69794,67824
75663,66125,56134,63319,69689,81548,82578,77240,92947,74787,61386,74724,63617,63103,62791,47989
48460,60025,55948,63574,78341,66166,60434,49704,61749,61126,74762,78935,61596,63216,54302,56668
65504,68838,60070,77543,76435,79636,69232,73402,81468,119953,111392,125048,121281,78067,56138,38116
43273,43841,34319,24806,27032,35314,25709,31547,27557,22288,15923,28734,27938,29770,46656,37920
38078,34520,42571,58145,76349,96448,97778,128365,145867,132365,158049,176675,191065,196363,216812,190228
176079,156172,163212,151436,129290,133301,175490,207897,194787,190488,177834,175847,241306,253810,227665,289285
279776,223790,197080,253142,275983,250500,251813,274543,287717,272642,286873,307227,370807,372923,358867,315098
316500,314958,323704,372442,363355,368417,473718,529930,529718,441110,427927,397489,383594,414781,378084,308654
303230,278203,270237,328553,328065,306332,321561,333308,338500,355442,377565,359479,405895,394902,384768,334408
274563,318245,339035,309751,284483,288758,249772,240322,260702,223578,238880,243985,180917,188922,216174,129692707
