2199,2041,1359,1637,1286,1257,1133,1904,1259,2039,2000,1410,1015,292,1162,2121
699,821,1358,1137,970,756,153,17,0,0,0,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39
30,31,16,47,346,28,31,27,96,55,36,18,40,10,14,8
26,3,0,0,0,138,327,8,0,0,40,135,151,695,2767,7504
3475,6078,10771,4787,5606,4018,2499,2858,3554,4564,1915,1285,1404,521,0,0
0,0,0,0,0,116,517,2064,3921,5401,2506,3591,10076,12002,14720,12554
7676,3637,2316,1330,1197,2858,1122,1682,1234,2525,2258,2753,2191,3118,1991,1826
1479,1215,1413,1038,1741,2797,2267,1116,888,3022,2889,12045,6441,3102,3082,2037
3172,5157,2538,776,283,382,541,142,297,448,53,0,0,0,311,944
0,0,296,66,1354,1634,2906,4713,3903,6203,3854,4865,4992,3955,3446,842
985,2570,746,3599,905,0,0,0,0,0,0,0,0,10,10,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25821923
