21,68,310,316,186,658,2282,1915,1837,2105,880,1409,373,158,265,5525
331,307,435,1450,1665,8658,15854,16556,13458,5965,4870,14266,22446,19282,20318,18672
14525,14465,17879,22304,22293,32798,47812,29695,25277,28097,32707,31394,19476,18185,30334,29942
24019,13671,14290,13076,18367,9161,8885,10270,14474,21142,32798,24320,21927,23065,25054,20031
23026,15869,18399,22746,43371,37478,23102,27222,37468,34218,46840,19192,14890,15666,20415,25392
19024,23321,17406,16685,24329,15098,19364,25604,27805,24301,30406,37030,33925,34975,35764,50498
36188,31337,37686,35387,23062,28089,20980,12018,11961,22712,34865,36653,22434,26703,15943,28055
7016,3993,4158,6224,6999,8534,8409,9120,10284,8494,8320,5587,7384,7487,3327,7363
3664,5538,6495,7159,5675,10541,10004,11586,8621,7219,7710,8911,7222,7397,7491,9767
5616,3880,2786,4447,8171,7094,7464,7570,5656,5855,12923,17358,10612,3891,6849,10808
4358,3525,3458,4491,5105,3851,3218,3455,2934,4368,6081,8680,6366,6617,13371,20993
18941,6723,4302,3360,2728,1396,1317,2128,3042,1443,1781,1827,4664,5261,3694,5590
5951,5168,3196,4649,5628,5271,5243,5629,5115,4500,5988,4875,5553,5686,5108,6837
11249,9043,7298,10257,9474,14159,15204,9539,5073,7357,5364,10242,8692,6991,6665,9535
10464,7757,19584,11777,7824,6639,5437,8544,10907,10433,15185,18436,19185,18512,11061,10651
10203,5460,6004,4860,6662,7809,5755,9772,8018,7902,6715,8790,6478,4353,4151,3190465
