0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,26,75,777,6136,1084
6995,14566,7215,22510,4446,11710,9768,48887,15651,29594,6275,5640,15253,10244,3211,2044
997,2901,5887,850,1760,3083,15424,3924,1175,856,704,753,381,557,2831,1453
831,90,594,293,2096,343,16302,864,191,152,133,131,134,3834,17045,8015
30902,14923,15204,5278,34794,24973,16825,11798,982,938,431,2032,8058,2419,358,806
10020,2816,1308,2382,1026,1207,980,420,385,115,422,4802,4629,1058,731,3781
774,519,45576,9252,96067,36392,3418,10895,22639,1358,1497,1592,4619,8845,11587,30287
30833,21625,8231,17498,34639,35579,11980,16995,32216,27869,15986,15185,7983,12971,26501,23509
45605,20110,23155,86728,42626,121625,113396,312762,345272,348852,182997,232577,363036,622492,590651,491823
277894,345134,256533,413380,526247,948167,1718706,928069,787606,668976,601628,456170,504086,315443,275573,309551
381550,570853,336887,257094,252667,0,0,0,0,0,0,0,0,0,0,0
